a,RMSE,Mean,RMSE - Decentered Loss
26.8,1123.9189129773167,-874.7065951564789,1128.929232074649
26.85,1127.8630244013416,-879.8388195537567,1132.9103811935718
26.9,1131.944008907462,-885.1192290531159,1137.0161094118228
26.95,1136.4867109708227,-890.2020089466095,1140.9773004556207
27.0,1140.598533827859,-895.4572402301789,1145.082203382388
27.05,1144.9451887803043,-900.5996455158233,1149.1080475419371
27.1,1149.407232380888,-905.7605431362152,1153.1572940951412
27.15,1153.6869139096927,-910.7437038722992,1157.0754848174124
27.2,1157.8861723427447,-916.0460018276215,1161.2535730351
27.25,1162.0949378576033,-921.1432751964569,1165.2787292584
27.3,1166.1834546135592,-926.3272328968048,1169.380915625301
27.35,1170.2077591785762,-931.3568212612153,1173.3691285917707
27.4,1174.74638049571,-936.367057101822,1177.3499263379358
27.45,1178.5893897457504,-941.6199867378235,1181.5319643778391
27.5,1182.8899458387523,-946.750044127655,1185.6244048931064
27.55,1186.8725610633965,-951.8961026611328,1189.7376911251781
27.6,1191.1487902084766,-956.8584367073059,1193.7117119808977
27.65,1195.2800043000664,-961.9405379432678,1197.7892894666406
27.7,1199.8084145054868,-966.8188196090698,1201.7105364324186
27.75,1203.757206501028,-972.1738414184571,1206.0230351700316
27.8,1208.2052113541567,-977.0607980514526,1209.9658617131963
27.85,1212.3048276766945,-982.0272502555847,1213.9798613102942
27.9,1216.6684445678106,-987.2198676353455,1218.1841611498508
27.95,1221.02926692693,-991.9803543182373,1222.045255616891
28.0,1225.0567819643893,-997.2418087646485,1226.3200269793376
28.05,1228.9955290883652,-1002.1383796325683,1230.3052122766146
28.1,1233.5039413490986,-1007.1091873283386,1234.35752463521
28.15,1237.1878984861332,-1011.9468213687896,1238.307697101497
28.2,1241.6665347355183,-1016.9461494785309,1242.3964964380843
28.25,1245.8111228223488,-1021.7652191913605,1246.3441525403748
28.3,1249.9664996611616,-1026.8039006572724,1250.478242044781
28.35,1254.118827040383,-1031.5708732494354,1254.3954918441866
28.4,1258.163437661579,-1036.482103116989,1258.4374173967624
28.45,1262.5182936481833,-1041.4842769359589,1262.560526282694
28.5,1266.6800086757073,-1046.335488312149,1266.5652519802677
28.55,1270.6901055491214,-1051.1335597675325,1270.5319137636727
28.6,1274.995225505555,-1055.9045836719513,1274.4818842344732
28.65,1279.006605416536,-1060.7460566387176,1278.4959053892217
28.7,1283.1735709551479,-1065.5599119869232,1282.492693724216
28.75,1287.195221337978,-1070.4910898792266,1286.5926927094024
28.8,1291.427978705044,-1075.2731130348207,1290.5742330598462
28.85,1295.5103561669212,-1079.804212298584,1294.3518533691608
28.9,1299.8401699337946,-1084.6791210830688,1298.4214951763372
28.95,1303.7236130115562,-1089.2932468551635,1302.278526685701
29.0,1307.595819071044,-1093.9766339958192,1306.198476170922
29.05,1312.1525838651412,-1098.7128906326293,1310.1677753115148
29.1,1315.6991525290873,-1103.5226545166015,1314.2038778111191
29.15,1319.9829891311733,-1108.231350843811,1318.1601990712336
29.2,1324.2755819197855,-1112.829008053589,1322.0279817719256
29.25,1328.3061860870398,-1117.413275618744,1325.889140143861
29.3,1332.156688840904,-1122.274353214264,1329.9884613427705
29.35,1336.3232246049245,-1126.7900106803895,1333.8010764696241
29.4,1340.256680174005,-1131.3150685829162,1337.6260194184265
29.45,1344.5221050688708,-1136.0842621551515,1341.6620417001561
29.5,1348.7095104401808,-1140.6107475715637,1345.4971054960236
29.55,1352.3049816764394,-1145.173935874939,1349.3676025567365
29.6,1356.4617234619384,-1149.810852494812,1353.3050579737233
29.65,1360.5717133919627,-1154.0866774925232,1356.9398080195551
29.7,1364.5782197950132,-1158.7662869812011,1360.9220739140853
29.75,1368.5114367184567,-1163.2380165603638,1364.7315730918315
29.8,1372.2487097984324,-1167.8433338676452,1368.6590648812116
29.85,1376.633786432151,-1172.1326456207275,1372.320852553171
29.9,1380.4571209178007,-1176.8926297042847,1376.3886970164651
29.95,1384.4222390110124,-1181.3902054954528,1380.23635695594
30.0,1388.374483525917,-1185.845700629425,1384.0518809364437
30.05,1392.5426770761067,-1190.196791229248,1387.781677813486
30.1,1396.4279542329343,-1194.5825794708253,1391.5448690565413
30.15,1400.4640360968415,-1198.9199272384644,1395.2700725493617
30.2,1404.2462647369846,-1203.474311165619,1399.1854777183678
30.25,1407.941948478159,-1207.843773576355,1402.9455316545918
30.3,1411.933976563912,-1212.3634142456056,1406.8385236492772
30.35,1416.1717434470472,-1216.4006666801452,1410.319171436848
30.4,1419.7398586633967,-1220.9638764549256,1414.2568264039794
30.45,1423.6331311745996,-1225.3476125,1418.0431428140212
30.5,1427.68381596768,-1229.6780425872803,1421.7867884615123
30.55,1431.4805655725183,-1233.84712318573,1425.3940882493227
30.6,1435.3018275596473,-1238.2945801368714,1429.2456229139787
30.65,1439.2210540405792,-1242.703741683197,1433.0674000254958
30.7,1443.122945943944,-1246.8685614707947,1436.680477004774
30.75,1446.834623703576,-1251.139117425537,1440.3883762981316
30.8,1450.753633229376,-1255.3543522842408,1444.0512917557332
30.85,1454.6944215388164,-1259.6675937728883,1447.8024831530006
30.9,1458.4066614768988,-1263.7991028903962,1451.3985517041783
30.95,1462.5244420026029,-1268.2114403762816,1455.2421932186062
31.0,1466.0999700561651,-1272.3612816955567,1458.860107954281
31.05,1470.1216745687584,-1276.4382832214355,1462.4172709236245
31.1,1473.5514347422927,-1280.8014817623139,1466.2271376246433
31.15,1477.571283961547,-1284.8714767047882,1469.7837579290224
31.2,1481.2684828847803,-1289.0532390972137,1473.4408154552507
31.25,1484.955365979836,-1293.2725502269745,1477.1335324177696
31.3,1488.7131570784643,-1297.37571423378,1480.7272967383383
31.35,1492.6245273989316,-1301.606090681076,1484.435245714844
31.4,1495.966703266797,-1305.7457692523956,1488.0663954753318
31.45,1499.8200822072072,-1309.8017788146972,1491.6267238181813
31.5,1503.8431301536332,-1314.037850364685,1495.3478042293232
31.55,1507.4598076463685,-1318.131885056305,1498.9467134706638
31.6,1511.2273548865403,-1322.1484359809876,1502.4799733072612
31.65,1514.99088282259,-1326.2021203475952,1506.0483549464384
31.7,1518.789904719932,-1330.3044647239685,1509.6620655918134
31.75,1522.6082179815176,-1334.367640916443,1513.2437293930313
31.8,1526.2092571193205,-1338.5869154319764,1516.9655611081319
31.85,1529.888162331481,-1342.5967636886596,1520.505065196982
31.9,1533.5278643713316,-1346.442482636261,1523.90188085392
31.95,1537.2239312292925,-1350.5078201919555,1527.4949937142326
32.0,1540.61499549582,-1354.565417313385,1531.0836205785108
32.05,1544.2391555015704,-1358.5340471115112,1534.595823200232
32.1,1548.1247591365598,-1362.3343392677307,1537.961129343151
32.15,1551.5859389855063,-1366.430935170746,1541.59108845829
32.2,1555.4365534297042,-1370.3200348312378,1545.0393461922906
32.25,1559.1328752997968,-1374.1521805336,1548.4391491717274
32.3,1562.5625230748494,-1378.320643373108,1552.1396133630742
32.35,1566.159289956304,-1381.9721920837403,1555.3831435100337
32.4,1569.9666373469172,-1385.9645195373535,1558.9314394285668
32.45,1573.285144672979,-1389.8999314102173,1562.431247369478
32.5,1577.1074470841043,-1393.813463771057,1565.9136487086023
32.55,1580.5741692969948,-1397.5988592788697,1569.2839624746102
32.6,1584.230939750679,-1401.4131807518006,1572.6819407010735
32.65,1587.7453858763256,-1405.247069632721,1576.0992703931327
32.7,1591.207002088509,-1409.0726868896484,1579.5111333450072
32.75,1594.7619616595414,-1412.9857488716125,1583.002940596349
32.8,1598.140743816893,-1416.7222945480346,1586.3390694589427
32.85,1601.9093506408105,-1420.4406359901427,1589.6607134211054
32.9,1605.3439841658528,-1424.375968096161,1593.1781074042826
32.95,1608.8277502738918,-1428.0337918746948,1596.4492144000183
33.0,1612.4903221072318,-1432.0035730178834,1600.0011926740558
33.05,1615.6979726884772,-1435.6555390815736,1603.2705355984122
33.1,1619.3784359118317,-1439.3818268173218,1606.6081123890751
33.15,1623.015048591513,-1443.253522467804,1610.0777352470097
33.2,1626.6813691651298,-1446.7102573165894,1613.1770367964727
33.25,1629.8835969519043,-1450.4844197517396,1616.5625986533762
33.3,1633.4734566263048,-1454.2273917320251,1619.9218778342815
33.35,1636.832955164738,-1457.8957908241273,1623.215857587993
33.4,1640.2793247988925,-1461.5176010147095,1626.4695759522242
